Docket_Id,Comment_Id,Comment,Aspect,Annotator 1,Annotator 2,Annotator 3
FDA-2013-N-0227,FDA-2013-N-0227-0048,"My comments as an E Cigarette user. Some level of regulation would be great,but flavor regulation, nicotine amount regulation, and euro style tank size, bottle size, and nicotine content regulation is not the way to go.Ive seen 30+ year smokers drop nicotine completely withing 6 months several times, when nothing else had been able to help them quit. In the game of harm reduction e cigs are a huge help to a lot of people and id hate to see this go down the tubes with over regulation making it dofficult or impossible for people to use them.",flavor regulation,Neutral,Neutral,Neutral
FDA-2013-N-0227,FDA-2013-N-0227-0049,"There a couple of points I'd like to make on this topic that I believe is important.1. Regulations should be carefully considered in regards to small business. Burdensome and costly regulations tend to squeeze out small business and favor large corporations. This is especially so when it comes to e-liquid. Take for example this: different bottle sizes and nicotine variants are considered separate items that need to go through costly testing. This hurts small producers as they can't offer as big a variety as large manufacturers, which down the line also hurts consumers--who mostly are smokers trying to quit tobacco usage. And all this for what? There is no difference between Flavor X in 30 ml bottles and 120 ml bottles.2. The process for new products to be brought market should be fast, inexpensive and simple. The industry is still nascent and has much room for innovation. This innovation could benefit health as well as the economy. It should not be stymied by burdensome and/or costly red tape.Thank you for your time.",favor large corporations,Negative,Negative,Negative
FDA-2013-N-0227,FDA-2013-N-0227-0050,"While I never smoked, in my youth I was exposed to hundreds or perhaps thousands of cigarette ads: in magazines and newspapers, on TV and radio, on billboards and on the front of cigarette machines.Now I'm in my dotage (early 70s), and I'm concerned that all of this media exposure is responsible for my orange hair, raccoon eyes, tiny hands and twitter addition. Plus I think I'm president! And that my sons aren't dumber than Gomer Pyle, USMC.Shazam!",youth,Positive,Positive,Positive
FDA-2013-N-0227,FDA-2013-N-0227-0051,"Let's face the truth. E-cigs are the ONLY thing which will get you off the cancer sticks. I smoked for 30 yrs, tried chantix and a bunch of other items. None of them worked. e-cigs worked.Mike",cancer sticks,Negative,Neutral,Negative
FDA-2013-N-0227,FDA-2013-N-0227-0052,"All of these proposed regulations. The exorbitant amount of money for applications for flavors. These are going to put all the great small business and entrepreneurs out of business. Not only are they helping people improve their health, and lives but they're saving lives. Taxpayers dollars and helping communiies by bringing jobs and commerce to places that need it. Its very sad that big tobacco is using the fda as a battering ram to destroy all that. You make all these unreasonable fees and licenses the only companies who can afford them. Big tobacco. Personally I dont feel safe buying vaping liquids or anything from an industry who makes their money from killing their customers. Adding all kinds of dangerous poisons and chemicals to theirmake product to retain customers. If anyone can take such a great harm reduction tool. A beautiful alternative for people who cant quit on their own. A tool that people like me who haven't been able to quit for 17 years, and make it unsafe dangerous and lethal IT'S THEM. Of course they will vilify the culture the people the small mom and pop stores and companies mixing liquids. A safe almost non carcinogenic alternative to their lethal garbage. They will paint them as charlatans and say they're making all this stuff up. Please look past all their money and lawyers and bull, the smoke and mirrors aren't going to cut it. Smoke a pack of cigarettes, then vape a tank of eliquid. You tell me you can't tell which ones going to kill you. We all implore you don't help big tobacco kill all of these great businesses like they've killed millions of people. Dont let them crush all of our freedoms and spirits like filthy cigarette butts the poison the earth with. And please do NOT allow them to bully the market and monopolize it so that we have no safe alternative to cigarettes. I agree that any packaging that allures to children should not be allowed. But please don't let them use that as an excuse to push their agenda. Thank you I hope you guys make the right choice. Save lives, businesses that help. Dont help the ones who use their product to cull the population. They're terrified that once all the current generation of smokers is dead they won't have a corner on the next generations nicotine market. AND THEY SHOULDN'T.",small business,Negative,Negative,Negative
FDA-2013-N-0227,FDA-2013-N-0227-0053,"I smoked cigarettes for 10 years. (I do have asthma). After a hospital stay(due to my asthma) I made the switch over to electronic cigarettes and my god did they save my lungs and my life probably. When I was smoking cigarettes I would have to take a puff or two from my rescue inhaler, now with vaping I don't need to use my rescue inhaler AT ALL. Granted we don't know everything that's in e-liquid, it was still one of the best decisions I've made in my life. The less restrictions to vaping, the better.",asthma,Positive,Positive,Positive
FDA-2013-N-0227,FDA-2013-N-0227-0054,"Please allow me to give a bit of history first: I smoked a pack of cigarettes per day for almost 10 years. I attempted to quit several times using all available methods. I caused irreparable harm to my body. I no longer smoke, but vape and have for almost a year. I acknowledge that I am willingly breathing in large amounts of chemicals into my lungs, but argue that those chemicals are far less likely to cause the harm to my body that smoking did. I am an adult who chooses to consume a product that does not effect those around me and feel that I should be allowed to continue to do so. I also own a small vape shop and pass my knowledge down to those who are trying to break their own chains of nicotine addiction. I am submitting this comment as an individual with advanced knowledge of the industry. I want my customer's to consume a safe product. I feel that ENDS products manufacturing should be regulated very similarly to food and beverages with standard product safety requirements and this document seems to include many of the food/beverage industry's best practices. Therefore, I support the requirement that all e-liquid manufacturers follow these requirements.I also suggest that the FDA moves to remove the concentrated flavorings and nicotine that many people purchase to mix their own e-juice from the retail marketplace as many individuals are mixing in their kitchens and selling on unregulated markets, with no intention of following the law or these standards. This is happening today and will increase if this law is passed.Thank you for your time.","vape, concentrated flavorings",Positive,Positive,Positive
FDA-2013-N-0227,FDA-2013-N-0227-0055,"To whomever,Vaping has freed me from the oppression of cigarettes. I urge you to leave it well enough alone. You'll notice that the people who not only like these products, also spend the time to educate themselves (most of themselves) on it. Myself included. Embrace the future, the healthy one. Tobacco is poison, and you want to attack the safer alternative? The underdog in this battle? I can't believe that everything I enjoy is being repealed, taxed, or dismantled. What year is this? Anyone?",educate,Negative,Negative,Negative
FDA-2013-N-0227,FDA-2013-N-0227-0056,"The effort by the tobacco and e-cigarette industries to define e-cigarette manufacturing standards should be viewed critically by the FDA and certainly not accepted wholesale. The FDA should not allow the industry to leapfrog its regulatory process. Instead, the FDA should formulate its own science-driven TPMP regulations with protecting the public health as the goal. In particular, FDA should include manufacturers of components and parts in TPMP regulations, mandate the use of USP grade nicotine in all e-liquids, and standardize e-cigarette testing protocols. See attached.",public health,Negative,Negative,Neutral
FDA-2013-N-0227,FDA-2013-N-0227-0057,"There should be established standards that companies can follow. It is important to not allow more small companies to close their doors. If you do x, y and z then you can have a product on the market. It should not cost prohibitive.",established standards,Negative,Negative,Negative
FDA-2013-N-0227,FDA-2013-N-0227-0058,I do not believe you will listen. Vaping should be made available not over regulated.,over regulated,Negative,Negative,Negative
FDA-2013-N-0227,FDA-2013-N-0227-0059,"I fail to realize how any Tobacco related docket pertains to Electronic Devices. Tobacco regulations should pertain to products that directly interact with tobacco.It seems the only correlation is nicotine, which can be obtained from tobacco. Nicotine is mostly administered through traditional avenues, such as, smoking cigarettes, chewing, or dipping. How this pertains directly to vaporizing VG/PG is beyond me. Deduct the nicotine variable and the production of vapor or smoke is the only correlated factor. Not to mention nicotine can be derived from multiple plants in the nightshade variety, not just tobacco. There is a true separation when analyzing these very different products. What we know today is smoking kills people slowly. Why its still available for the public to access is traditional and would be remove if cigarette were introduced in 2017. Please don't let these tobacco companies interject their hazardous business practices on potential healthier options because of monetary reasons. Let's have more separation between the choices.",hazardous,Positive,Neutral,Positive
FDA-2013-N-0227,FDA-2013-N-0227-0062,"I smoked heavily for 4 years. Up to a pack a day. I tried quitting dozens of times with no avail, using patches and other substitutes. The only thing that legitimately helped me stop is my e cigarette/vape. As I write this I am 36 days without a cigarette and beginning to tone down the strength of my vape juices to wean me off of my nicotine addiction. Vaping saved my life. Don't take that away from us. I know I'm not the only one.",vape juices,Neutral,Neutral,Neutral
FDA-2013-N-0227,FDA-2013-N-0227-0063,"See attached. The American E-Liquid Manufacturing Standards Association (AEMSA) appreciates this opportunity to respond to the Food and Drug Administration request for comments on the updated recommendations for regulations on Tobacco Product Manufacturing Practices (TPMPs) for Electronic Nicotine Delivery Systems (ENDS) (FDA Docket No. FDA-2013-N-0227). Sincerely,Scott EleyPresidentAmerican E-Liquid Manufacturing Standards Association (AEMSA) on behalf of AEMSA and its Members",appreciates,Neutral,Neutral,Neutral
FDA-2013-N-0521,FDA-2013-N-0521-0002,"It is a fact that cigarettes kill... and they kill vulnerable populations disproportionately.Thus, the cigarette manufacturers should not be allowed to use menthol to make their killing product temporarily more palatable.",kill,Positive,Positive,Negative
FDA-2013-N-0521,FDA-2013-N-0521-0004,"The FDA appears to have enough evidence to ban menthol in cigarettes. This additional delay will prolong the disease and death associated with menthol cigarettes, with specific adverse health consequences for youth and African Americans who smoke menthol cigarettes at disproportionately higher rates. For instance, NYS has released data indicating that over the past 10 years high school sudents have increased their use of menthol cigarettes and prefer it to cigarettes without menthol. Banning menthol will encourage smokers to quit and decrease initiation of smoking.",Banning,Positive,Positive,Positive
FDA-2013-N-0521,FDA-2013-N-0521-0005,"It is egregious that the debate over the harmful effects of menthol in cigarettes continues. The evidence is quite clear; menthol in cigarettes is a major factor in the initiation, and continued use of tobacco. You ban the use of menthol in cigarettes; lives will be saved, period. It's time to step up and protect the people and stop allowing the tobacco companies to dictate policy in this country.",harmful effects,Positive,Positive,Positive
FDA-2013-N-0521,FDA-2013-N-0521-0006,"As a nurse practitioner working in a NY State Smoking Cessation Center, I fully support the petition prohibiting the use of menthol as a characterizing flavor in cigarettes. Providers of health care have an obligation to translate scientific evidence into practice. In this case, the science informs us that the addition of menthol flavoring to cigarettes attracts young smokers and sets the stage for their lifelong dependence on a product that causes premature death and illness. Any initiative that discourages youth smoking is worth fighting for!",premature death,Positive,Positive,Positive
FDA-2013-N-0521,FDA-2013-N-0521-0007,Banning menthol cigarettes can be a contributing factor to decreasing smoking initiation in this country. The Affordable Care Act is challenging the health care profession to lead our patients to better health care outcomes. Lets focus on the prevention of tobacco related diseases and decrease unnecessary health care costs.,Banning,Negative,Neutral,Negative
FDA-2013-N-0521,FDA-2013-N-0521-0008,"I understand that as a federal agency you have certain protocols that must be followed. In that vain, I want you to know how I precisely feel regarding the action that the FDA should take:The FDA should determine that mentholated cigarettes clearly is the gateway for teenagers and young adults to start smoking and the tobacco industry has known this for decades and therefore they target market their advertising toward this segment of the population and in particular to low income minorities. It is preposterous that in 2009 Congress gave the FDA permission to ban flavored tobacco products with the exception of menthol. Mentholated tobacco products are clearly marketed toward this same vulnerable young populace as flavored tobacco products however, Congress specifically held off from giving the FDA the authority to ban menthol cigarettes.In 2009, it was obvious this absurdity occurred due to a compromise that the tobacco industry was willing to live with. I repeat, the tobacco industry was willing to live with and the members of Congress who were and are still beholden to the tobacco cartel would agree to.The tobacco industry has had their four years of bought time to expand their marketing to e-cigarettes so it is now time to eliminate mentholated cigarettes from the market. It is time that the FDA consider menthol to be the same as fruit flavors, as well as flavors such as chocolate and vanilla which have been banned.It is a no brainer. If the FDA wants to do the job that they are sanctioned for, then they should end the sale of menthol cigarettes promptly.",protocols,Positive,Positive,Positive
FDA-2013-N-0521,FDA-2013-N-0521-0010,"Any substance such as menthol that serves as a vehicle for promoting tobacco addiction should be banned from tobacco products. This action represents sensible, appropriate policy serving the best interests of taxpayers rather than tobacco corporate interests.","addiction, banned",Positive,Positive,Positive
FDA-2013-N-0521,FDA-2013-N-0521-0011,"Dear Food and Drug Administration,Tobacco use is a major public health problem in the United States. It is well established that it contributes to significant morbidity and mortality. I therefore encourage the FDA to enact any and all legislation that would reduce the prevalence of smoking. In light of new information demonstrating that mint flavoring encourages smoking, I recommend that it adopt regulations to limit menthol flavored cigarettes.Sincerely,Joshua Dyme, MD","limit, mint flavoring",Positive,Positive,Positive
FDA-2013-N-0521,FDA-2013-N-0521-0012,"Dear Food and Drug Administration,Tobacco use is a major public health problem in the United States. It is well established that it contributes to significant morbidity and mortality. I therefore encourage the FDA to enact any and all legislation that would reduce the prevalence of smoking. In light of new information demonstrating that mint flavoring encourages smoking, I recommend that it adopt regulations to limit menthol flavored cigarettes.Sincerely,Joshua Dyme, MD","limit, mint flavoring",Positive,Positive,Positive
FDA-2013-N-0521,FDA-2013-N-0521-0013,"Re: Docket ID: FDA-2013-N-0521 Comment on Menthol in Cigarettes, Tobacco Products Dear Food and Drug Administration:Congress chose to ban flavored cigarettes not because they are more harmful or addictive, but because it believed that candy and fruit flavors were a significant factor in the marketing of cigarettes. Safety aside, the FDA has no choice but to apply the same criteria in judging menthol. The central question is whether menthol plays a role in marketing cigarettes to consumers. As the 1999 founder and director of WhyQuit.com, the leading abrupt nicotine cessation (cold turkey) education, motivation and support site, the method that each year generates more long-term successful U.S. ex-smokes than all other methods combined, I strongly support elimination of the use of menthol in cigarettes.The FDA need only look at store menthol cigarette marketing at more than 140,000 neighborhood convenience stores. There, the industry spends billions annually on cool, refreshing, flavor and pleasure menthol marketing. There is strong evidence that menthol acts as an anesthetic agent that makes cigarette smoking more appealing by masking the harshness of burning tobacco. The addition of menthol deceives consumers into thinking that cigarettes are less harsh and therefore safer. Furthermore, for more than half a century, menthol cigarette brands have been disproportionately targeted to African Americans.Congress banned the easy flavorings while handing the FDA the one opposed by powerful economic interests. Banning menthol would not only diminish youth smoking dependency onset by removing menthol's analgesic effects, it will likely aid in accelerating both nicotine cessation and transfer to cleaner forms of delivery, such as smokeless, e-cigarettes and replacement nicotine. While I hope that the FDA is at last determined and serious about putting a dent in our nation's leading cause of preventable death, please understand that, in regard to smoking cessation, my confidence in the FDA was shattered long ago. Thirty-one years ago, the FDA approved nicotine gum based upon two studies, despite obvious and glaring study blinding concerns discussed and reviewed by the advisory panel. Since then, the FDA has continued to allow use of placebo controls despite clear and compelling evidence that 3 to 4 times as many assigned to placebo correctly declare their assignment as guess wrong, and can do so within 24-48 hours of cessation (peak withdrawal). While approved products consistently show greater efficacy over placebo, they have proven ineffective and consistently fail to prevail over cold turkey and unassisted quitters in population level reviews. Whether considering light or heavy smokers, the evidence is clear, real-world toying with replacement nicotine undercuts cessation. We've watched as FDA approved quitting products have undercut and stalled cessation, while likely costing hundreds of thousands of lives. As you can see, it's my opinion that the FDA and botched quitting product approval is the primary reason for America's failed smoking cessation policy. The evidence is also clear that menthol is being used to market cigarettes and mask smoke's toxins. Here's hoping the FDA at last begins giving weight to real-world evidence as billions in menthol marketing is impossible to miss. John R. PolitoNicotine Cessation EducatorDirector, WhyQuit.com",menthol,Positive,Positive,Positive
FDA-2013-N-0521,FDA-2013-N-0521-0014,Menthol needs to come out of the cigarette. That chemical has attracted youth to smoke and has targeted various lower socioeconomic populations.,youth,Positive,Positive,Positive
FDA-2013-N-0521,FDA-2013-N-0521-0017,"The evidence clearly shows that Menthol cigarettes are used as an introductory product. The local anesthetic effect of Menthol makes it easier for children to start smoking as it decreases the throat irritation and makes it easier to inhale the toxic tobacco fumes. Most people who start smoking start as children, with close to 20% of adolescents reporting current tobacco product use. It is important to ban menthol from tobacco products in order to protect children from the development of tobacco dependence. I hope that the FDA will have the courage to take this important step in banning menthol from tobacco products in order to protect our children. Harold J. Farber, MD, MSPHPediatric PulmonologyHouston, Texas","ban menthol, children ",Neutral,Neutral,Positive
FDA-2013-N-0521,FDA-2013-N-0521-0018,"The Food and Drug Administration (FDA) is issuing an advance notice of proposed rulemaking (ANPRM) to obtain information related to the potential regulation of menthol in cigarettes. There is a pressing need for the FDA to act on the health hazards posed by menthol in cigarettes. I believe that prohibiting menthol in cigarettes is perhaps the single most powerful measure readily available to the FDA to improve Americaâ€™s health.The regulatory actions the FDA might take with respect to menthol in cigarettes can impact the use of menthol in cigarettes on public health, including use among children. Each day 3,800 adolescents try smoking for the first time, 1,000 of whom will become addicted. Menthol in cigarettes results in more youth initiation.The youngest smokers are the most likely to smoke menthols, with a greater proportion of middle school age smokers reporting menthol use than high school age smokers. According to national surveys, 47.7% of adolescent (age 12-17) smokers report menthol cigarette use compared to 40.8% of young adult smokers (age 18-25) and 31.5% of older adult smokers (age 26 or older). Those are some really high percentages in adolescent and young adult smokers! Higher than the adult numbers!There is no justification for further delay in eliminating the special treatment of the most harmful of all cigarette flavor additives. The lives of our children and young adults are being impacted by the use of tobacco productsâ€¦ death being one of the results. It is not fair to our kids to allow this to go on any longer. Flavored products are enticing and it needs to stop. Please move forward with the regulation and eliminate flavored additives in cigarettes!",prohibiting,Neutral,Neutral,Neutral
FDA-2013-N-0521,FDA-2013-N-0521-0021,"The Board of Health at First District Health Unit located in Minot, ND has signed a Resolution of Support for the FDA banning menthol in cigarettes. Our local public health unit serves the city of Minot along with 7 counties in North Dakota. See attached file(s)",banning menthol,Neutral,Neutral,Neutral
FDA-2013-N-0521,FDA-2013-N-0521-0022,"The Tobacco Prevention Coalition of Contra Costa (CA) is very concerned about the impact of menthol flavoring in tobacco products. Please find attached Resolutions of Support signed by the Contra Costa Board of Supervisors and the City Councils of Martinez, Pittsburg, Richmond and San Pablo in support of the Food and Drug Administration banning the use of menthol in tobacco products. Please include these documents as public participation information as the Food and Drug Administration makes a decision regarding the regulation of menthol in cigarettes.","banning, impact ",Neutral,Neutral,Neutral
FDA-2013-N-0521,FDA-2013-N-0521-0026,"Dear Food and Drug Administration:I would like to comment on the proposed new rule regarding menthol in cigarettes. I am a tobacco control professional that has worked for over five years specifically with the Lesbian, Gay, Bisexual and Transgender (LGBT) community on the issue of smoking. There is a great deal of data which shows that the LGBT community smokes significantly more than the general population. The most recent data in California shows that LGBTs smoke twice as much as all others in our state. There is also evidence that our community smokes menthol at a high rate as well. A 2010 report from the National Youth Advocacy Coalition (NYAC) -- see attached -- found that 71% of the LGBT young adults between 18 and 24 years of age that they surveyed smoked menthol. This is consistent with the results of the FDAâ€™s recent report that indicates a higher rate of menthol smoking among other minorities that face discrimination.As the FDAâ€™s research also concluded, menthol increases the likelihood that youth and young adults will start smoking, become more heavily addicted to nicotine, and have a more difficult time quitting.Banning the use of menthol flavoring in tobacco products would help everyone, but it would have the largest impact on segments of the population, such as the LGBT community, that already smokes more and uses menthol products at a higher rate than others.I would like to respectfully request that a ban on the use of menthol in tobacco products be adopted as soon as possible.Thank you for your time and consideration.Sincerely,Brian DavisCalifornia Tobacco Control Program CoordinatorTri-City Health CenterFremont, CA 94538","youth, young adults",Neutral,Positive,Neutral
FDA-2013-N-0521,FDA-2013-N-0521-0027,"I am a research at the University of Minnesota who conduct population research about tobacco use. The TPSAC report has made it very clear that menthol is not only a flavor but also an ingredient that enhance the addictiveness of cigarettes and other tobacco products. It provides analgesic effect to the throat so that tobacco use becomes more tolerable. Such an effect is very similar, if not the same, to cough drop. Such ingredient should not be present in addictive products that are commercialized and freely available to anyone over the age of 17. I urge the FDA to remove menthol from all tobacco products to product the health of the Americans.",addictiveness,Positive,Positive,Positive
FDA-2013-N-0521,FDA-2013-N-0521-0029,"In 2009, under the Family Smoking Prevention and Tobacco Control Act (FSPTCA), artificial or natural flavors--such as fruit, chocolate, coffee, etc.--were prohibited in cigarettes. These flavors were seen to appeal to youth. Menthol is also a flavor that appeals disproportionately to youth, low-income, and minority populations. Like other flavors, menthol should be banned in cigarettes in order to decrease youth initiation and to potentially encourage current menthol smokers to seek cessation methods. Menthol cigarettes are promoted more aggressively in low-income, minority communities and communities with high proportions of youth. Without menthol cigarettes to promote or smoke, these influenced populations have a higher likelihood of not starting to smoke.","flavors, prohibited ",Negative,Negative,Negative
FDA-2013-N-0521,FDA-2013-N-0521-0032,"I am a public health worker with over 40 years' experience in toxic substances control. It is abundantly clear that FDA should use its authority to ban use of menthol in all tobacco products. The scientific record shows that the use of menthol in cigarettes increases the likelihood that children experimenting with smoking will become addicted, that the sale of menthol cigarettes amounts to tobacco addiction racism reflected in the racial and ethnic groups targeted and reached with the industry's promotional campaigns. As no other flavorings are allowed in such products, menthol, the most pernicious, is overdue for a ban. This should be matched with strict penalties for US sale of mentholated tobacco products and substantial government surveillance resources to detect import violations. I am sure that with the new health care law, the government's projected savings in health care costs will also be substantial if such rules are promulgated and enforced.Barry Castleman, ScDEnvironmental Consultantbarry.castleman@gmail.com",addicted,Neutral,Neutral,Neutral
FDA-2013-N-0521,FDA-2013-N-0521-0033,"On behalf of myself and the 500 empolyee's that depend primarily on the sales distribution of cigarettes, I repectfully request that you do NOT move forward with further regulation or an outright ban on Menthol in cigarettes. This product is an intrigal part of our business and reduction of 30% of our sales would translate to a equal reduction of employee's based on this loss of revenue. As a company who follow every rule and every law to best of our ability, we know that there are those who will fill the need illegally as demanded by the public for menthol cigarettes. Black market products are already a significant issue in our industry and this change will only make the issue worse. The loss of revenue for law abiding company, the loss of jobs and reduction of tax revenue are sound reason for not making any changes.Furthermore, as a menthol smoker, I know the risks and take personal reponsibility for my choices. I willing pay outrageous taxes and am forced to smoke in below freezing weather. As an American citizen, I am free to make personal choices. This is a personal choice. Nobody made me start smoking, nobody is keeping from quitting, and nobody needs to be telling me what I like in way of flavors. The consumer desires methol products. Our inductry employee people from the growers to manufacturing to wholesaling to retailers; all dedicated to filling that need. Please do not damage our industry when the consumer will find a way to the need....one way or another.",sales distribution,Neutral,Neutral,Neutral
FDA-2013-N-0521,FDA-2013-N-0521-0037,"Dear U.S. Food and Drug Administration:On July 23, 2013, the Food and Drug Administration sought public comment and information related to menthol in cigarettes. I am submitting these comments on behalf of our company and its [30] employees regarding the question of whether the FDA should regulate menthol in cigarettes.As tobacco wholesalers, it is clear to us that unreasonable regulation, including a ban on menthol in cigarettes, would have significant unintended results. Illicit tobacco markets are pervasive today. Illicit markets will only become worse if the FDA imposes overly restrictive regulations on menthol in cigarettes or bans them.The contraband market would thrive under unreasonable regulation of menthol cigarettesand would increase criminal activity, including activities by organized crime and terrorist groups. Federal and state law enforcement efforts already are under tremendous pressure. They will not be able to handle the resulting increase in criminal activities.Wholesalers are licensed by the states where we operate and are subject to many laws and regulations. If menthol cigarettes are treated differently than non-menthol cigarettes, legal sales will be driven underground and outside of government supervision. In addition, some entrepreneurs will likely smuggle cigarettes from low-tax jurisdictions, self-mentholate them, and resell them â€“ thereby further increasing criminal activities and adding even more enforcement burdens to law enforcement.In addition, restrictive regulation of menthol cigarettes would have severe adverse effects on those employed in our industry. Many thousands of working Americans â€“ including those in our industry â€“ rely on menthol sales for their jobs beyond the factory workers who manufacture them. Overall, nearly 500,000 U.S. jobs depend in whole or in part on the sale of menthol through existing legal channels.We speak from experience. Wholesalers already face underground market competition in many product areas. Adding menthol cigarettes to this inventory of items will drive even more sales underground â€“ putting more companies out of business and more people out of work. So, the consequences would be lost jobs and lost tax revenues to federal, state and local governments, many of whom are already cutting services because of revenue shortfalls.Unreasonable regulation of menthol cigarettes is a bad idea. Banning menthol will trade good paying, legal jobs and taxes for illegal jobs and a thriving contraband market that will have negative effects on public health.Sincerely,Eugene NaydovichJN Distributor","menthol, bans",Neutral,Neutral,Neutral
FDA-2013-N-0521,FDA-2013-N-0521-0040,"I feel that there should be no level of menthol in cigarettes. The menthol is in cigarettes to attract consumers, as it is a taste and flavor that customers enjoy. It has been proven in numerous studies that cigarettes can cause serious health problems, so by allowing menthol to remain in cigarettes, we are essentially promoting its use, and thus leading to more adverse events, putting an even larger burden on our already out of control health care costs for the nation. There shouldnâ€™t be any flavor of any kind in any tobacco product. Again, why as a country are we endorsing products that have been proven to cause death and other serious medical conditions? FDAâ€™s mission statement is to protect public health, and how can you sell someone tobacoo products and claim that your still protecting their health? Itâ€™s impossible. The FDA also regulates the manufacturing, marketing, and distribution of tobacco products to reduce tobacco use by minors. Flavors are attracting to minors, and should not be allowed in tobacco products, as it just makes the idea more enticing to them.I am a pharmacist, and I think it is absolutely preposterous that tobacco products are even still on the market, let alone products with menthol for flavor. Why arenâ€™t tobacco products regulated like drugs are? If a drug had the long list of proven side effects like all tobacco products do, it would be pulled from the market, and the pharmaceutical company would undoubtedly face litigation. I refuse to sell cigarettes to patients in the pharmacy. As a pharmacist, it is my duty to promote the health and wellbeing of my customers, very similar to the role of the FDA. How can I sell something to my customers when I know that itâ€™s unsafe? Health care costs in this country continue to rise, and adverse events from tobacco products are a huge chunk of those costs. These health care costs are preventable, but theyâ€™re not being prevented in part because the government isnâ€™t doing everything in their power to help. Menthol and other flavoring should not be allowed in cigarettes. Itâ€™s bad enough that tobacco products are sold to begin with. If we as a country really care about protecting public health, we need to step up and make appropriate decisions. Banning menthol and other flavors can be a huge first step in that process, and lead to a healthier country, with less preventable health care costs. Thank you for your time.","minors,flavors",Positive,Positive,Positive
FDA-2013-N-0521,FDA-2013-N-0521-0043,"Menthol increases smoking initiation, especially among minorities. More than 80% of African American youth who smoke use menthol. Is that not reason enough? Do the right thing for our youth and prohibit menthol flavoring in cigarettes!",minorities,Positive,Positive,Positive
FDA-2013-N-0521,FDA-2013-N-0521-0044,"As a nurse and public health worker for more than 35 years, it is disturbing to me that there has not been more progress made in preventing young people from starting to use tobacco products. Youth between 12 and 17 smoke menthol cigarettes at a higher rate than any other age group. In 2008, 48.3 percent of these youth smokers smoked menthol, compared to 33.8 percent of adult smokers. Use of menthol cigarettes among adolescents is rising and the science is clear. It is time to eliminate menthol in cigarettes. It decieves children into thinking that it is a less harmful health behavior to smoke menthol. The goal should be to accurately portray the dangers of tobacco use at every opportunity.",adolescents,Neutral,Neutral,Neutral
FDA-2013-N-0521,FDA-2013-N-0521-0045,"My name is Teresa K. Barber, the Wisconsin Native American Tobacco Network (WNATN) Program Director. I work with all 11 Wisconsin Tribes to improve the quality of life for tribal members. Our coalition has a leader in each tribe who educates, advocates, and develops programs and policies about commercial tobacco in order to protect all who live, work, and play on the reservations. We also educate on the traditional uses of tobacco. There is a high prevalence of commercial tobacco abuse on Wisconsin reservations. The smoking rate for Native Americans in Wisconsin is 34% compared to the Wisconsin average smoking rate of 21% (please see attached reference, Itâ€™s Still an Uphill Battle). In my community, I have observed that a majority of smokers prefer Newport, a menthol product, and Marlboro. The Wisconsin Behavioral Risk Factor Surveillance System (2009-2010) dataset shows that 53.86% of Wisconsin Native American smokers surveyed currently do smoke or have smoked menthol cigarettes. Some Native American tribes believe in sacred tobacco as a medicine. This is very different from commercial tobacco use. When not abused, sacred tobacco can help with ceremonies, obtaining native names, and obtaining information from elders. In contrast, commercial tobacco appropriates Native American imagery to deceptively market â€œnaturalâ€ menthol cigarettes. Menthol tobacco is one issue in the larger struggle with commercial tobacco abuse and its effect on Native Americans and those on tribal land in Wisconsin. Another is that there is no protection from cigarette and tobacco product use in indoor work and public places on tribal land. Commercial tobacco should not be allowed, especially indoors, or have additives in it to â€œhookâ€ or â€œtargetâ€ anybody.",smokers,Neutral,Neutral,Neutral
FDA-2013-N-0521,FDA-2013-N-0521-0047,"These comments are submitted on behalf of Eby-Brown Co., L.L.C. and it's 2330 employees in regards to Docket No. FDA-2013-N-0521 as the FDA is seeking additional information to help determine whether or how to regulate menthol in cigarettes.Eby-Brown has been in business for well over 100 years distributing tobacco, candy, cigarettes and hundreds of other c-store products to our retail customers. We have 7 distribution centers located in Illinois (1), Wisconsin (2), Indiana (1), Ohio (1), Michicgan (1) and Georgia (1) that service customers in 18 States. As a wholesale disrtibutor we are licensed by the states where we operate and are subject to the laws and regulations of the States we do business in. Unreasonable regulation, including a ban on menthol in cigarettes, would have dramatic unintended results. Illicit tobacco markets are pervasive today and would only become worse if the FDA imposes overly restrictive regulations on menthol in cigarettes or bans them. If menthol cigarettes are treated differently than non-menthol cigarettes, legal sales will most likely be driven underground and outside of government supervision. Contraband sales are not regulated and would have negative effects on public health. It would not be surprising if some entrepreneurs smuggle cigarettes from low-tax jurisdictions, self-mentholate them, and resell them, which would further increase criminal activities and add even more enforcement burdens to law enforcement. The contraband market would thrive under unreasonable regulation of menthol cigarettes and would increase criminal activity, including activities by organized crime and terrorist groups. As a wholesale distributor, we already face underground market competition in other product areas. Adding menthol cigarettes will drive even more sales underground â€“ putting more companies out of business and more people out of work. Hence, lost jobs and lost tax revenues to federal, state and local governments in a time when many are already cutting services because of revenue shortfalls.In closing, any unreasonable regulation of menthol cigarettes is a bad idea. Banning menthol will increase contraband sales, exchange good paying, legal jobs and taxes for illegal jobs and a thriving contraband market. Sincerely, Jode BunceExecutive VPEby-Brown Co., L.L.C.",restrictive regulations,Positive,Positive,Positive
